Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
George Nurse,61,LB,birthday,England,74,53,57,61,54,66,https://wefut.com/player/22/20263/george-nurse
Lukas Prokop,61,LB,birthday,Austria,71,38,52,60,55,59,https://wefut.com/player/22/20262/lukas-prokop
Jorge Díaz Price,61,LM,birthday,Mexico,74,53,58,64,41,40,https://wefut.com/player/22/20261/jorge-diaz-price
Maksymilian Sitek,61,RM,birthday,Poland,81,50,56,61,24,39,https://wefut.com/player/22/20260/maksymilian-sitek
Ishaq Abdulrazak,61,RW,birthday,Nigeria,77,50,56,65,49,52,https://wefut.com/player/22/20259/ishaq-abdulrazak
Dominik Schmid,61,CDM,birthday,Switzerland,74,47,63,62,54,68,https://wefut.com/player/22/20258/dominik-schmid
Kevin Isa,61,ST,birthday,Argentina,68,60,50,63,23,54,https://wefut.com/player/22/20256/kevin-isa
Brandon Fernandes,61,LM,birthday,India,76,47,60,64,36,49,https://wefut.com/player/22/20255/brandon-fernandes
Dimitris Serpezis,61,CAM,birthday,Greece,69,55,57,64,42,60,https://wefut.com/player/22/20254/dimitris-serpezis
Gaëtan Arib,61,CDM,birthday,France,65,37,56,61,57,56,https://wefut.com/player/22/20252/gaetan-arib
Murtaz Daushvili,61,CDM,birthday,Georgia,61,35,56,54,56,57,https://wefut.com/player/22/20251/murtaz-daushvili
Dennis Waidner,61,RB,birthday,Germany,70,26,46,58,59,55,https://wefut.com/player/22/20250/dennis-waidner
Jelani Reshaun Sumiyoshi,61,CB,birthday,Japan,63,29,45,47,59,66,https://wefut.com/player/22/20249/jelani-reshaun-sumiyoshi
Jordan Davies,61,CM,birthday,Wales,73,58,61,63,54,60,https://wefut.com/player/22/20248/jordan-davies
Boris Popovic,61,CB,birthday,Serbia,64,32,42,46,62,60,https://wefut.com/player/22/20247/boris-popovic
Omar Sijarić,61,CAM,birthday,Montenegro,66,47,59,64,43,55,https://wefut.com/player/22/20246/omar-sijaric
Hu Jinghang,61,ST,birthday,China PR,73,58,51,59,29,68,https://wefut.com/player/22/20245/hu-jinghang
Yuta Taki,61,CF,birthday,Japan,73,55,56,66,46,39,https://wefut.com/player/22/20244/yuta-taki
Julio César Enciso,61,RW,swap2,Paraguay,68,55,53,63,31,43,https://wefut.com/player/22/24012/julio-cesar-enciso
Federico Torres,61,CB,swap2,Argentina,60,32,42,43,64,56,https://wefut.com/player/22/24010/federico-torres
Pablo Vaca,61,RW,swap2,Bolivia,71,56,61,59,58,56,https://wefut.com/player/22/21482/pablo-vaca
Fernando Ovelar,61,RW,swap2,Paraguay,72,58,53,64,48,51,https://wefut.com/player/22/21481/fernando-ovelar
Álvaro Campuzano,61,CDM,swap2,Paraguay,67,40,56,55,55,68,https://wefut.com/player/22/21480/alvaro-campuzano
Juan Manuel Gutiérrez,61,CAM,swap2,Uruguay,69,57,60,61,40,48,https://wefut.com/player/22/21479/juan-manuel-gutierrez
Joao Grimaldo,61,CAM,swap2,Peru,72,57,59,63,36,52,https://wefut.com/player/22/13794/joao-grimaldo
Mario García,61,CM,swap2,Uruguay,68,49,59,63,51,61,https://wefut.com/player/22/13793/mario-garcia
Jesús Orozco,61,ST,swap2,Venezuela,66,60,44,59,26,59,https://wefut.com/player/22/13757/jesus-orozco
Naicol Contreras,61,LB,swap2,Venezuela,68,35,48,56,58,47,https://wefut.com/player/22/13756/naicol-contreras
Salomón Rodríguez,61,ST,swap2,Uruguay,61,57,45,53,29,64,https://wefut.com/player/22/13747/salomon-rodriguez
Jean Carlos Montaño,61,CDM,swap2,Ecuador,71,42,58,60,58,59,https://wefut.com/player/22/13675/jean-carlos-montano
Esli García,61,LW,swap2,Venezuela,64,57,61,63,35,41,https://wefut.com/player/22/13629/esli-garcia
Carlos Ramos,61,CDM,swap2,Venezuela,64,37,52,52,59,58,https://wefut.com/player/22/13628/carlos-ramos
Johan Bocanegra,61,LM,swap2,Colombia,72,48,55,67,28,53,https://wefut.com/player/22/13479/johan-bocanegra
Andrés Balanta,61,CDM,swap,Colombia,63,42,49,56,63,66,https://wefut.com/player/22/23968/andres-balanta
Ignacio Cechi,61,CM,swap,Argentina,64,55,59,66,53,59,https://wefut.com/player/22/21477/ignacio-cechi
Pablo Labrín,61,CM,swap,Peru,69,55,56,64,55,64,https://wefut.com/player/22/17291/pablo-labrin
Lucas Varaldo,61,ST,swap,Argentina,64,65,45,58,23,63,https://wefut.com/player/22/13842/lucas-varaldo
Agustín Rodríguez,61,CAM,swap,Argentina,68,43,60,65,40,45,https://wefut.com/player/22/13800/agustin-rodriguez
Nicolás Rojas,61,RB,swap,Paraguay,71,50,50,58,56,58,https://wefut.com/player/22/13790/nicolas-rojas
Luciano Cingolani,61,RW,swap,Argentina,74,59,54,61,25,42,https://wefut.com/player/22/13786/luciano-cingolani
Felipe Chamorro,61,CAM,swap,Chile,67,52,60,63,37,61,https://wefut.com/player/22/13785/felipe-chamorro
Ignacio Mesina,61,CB,swap,Chile,64,28,40,43,62,67,https://wefut.com/player/22/13784/ignacio-mesina
Kevin Lomónaco,61,CB,swap,Argentina,61,27,33,38,62,66,https://wefut.com/player/22/13769/kevin-lomonaco
Juan Mercado,61,RB,swap,Bolivia,61,44,54,55,60,56,https://wefut.com/player/22/13767/juan-mercado
José Luján,61,CB,swap,Peru,58,23,37,39,62,63,https://wefut.com/player/22/13759/jose-lujan
Ignacio Neira,61,CM,swap,Uruguay,63,54,57,63,43,51,https://wefut.com/player/22/13754/ignacio-neira
Jean Franco Fuentes,61,CB,swap,Venezuela,62,32,53,45,63,58,https://wefut.com/player/22/13751/jean-franco-fuentes
Cristian Trujillo,61,CM,swap,Colombia,68,51,58,58,48,48,https://wefut.com/player/22/13727/cristian-trujillo
Lautaro Giaccone,61,LM,swap,Argentina,70,53,55,67,31,48,https://wefut.com/player/22/13718/lautaro-giaccone
Tomás Pozzo,61,CAM,swap,Argentina,69,49,60,68,40,48,https://wefut.com/player/22/13714/tomas-pozzo
Cristian Núñez,61,RM,swap,Paraguay,71,45,56,66,34,46,https://wefut.com/player/22/13711/cristian-nunez
Mateo Tanlongo,61,RM,swap,Argentina,64,56,58,63,54,54,https://wefut.com/player/22/13710/mateo-tanlongo
Hugo Ángeles,61,LB,swap,Peru,72,27,36,58,59,54,https://wefut.com/player/22/13672/hugo-angeles
Jackson Rodríguez,61,LB,swap,Ecuador,74,53,56,61,56,55,https://wefut.com/player/22/13671/jackson-rodriguez
Julio César Enciso,61,RW,swap,Paraguay,68,55,53,63,31,43,https://wefut.com/player/22/13666/julio-cesar-enciso
Homero Calderón,61,CM,swap,Venezuela,60,54,55,59,50,60,https://wefut.com/player/22/13659/homero-calderon
Benjamín Gazzolo,61,CB,swap,Chile,61,23,42,43,61,61,https://wefut.com/player/22/13652/benjamin-gazzolo
Federico Torres,61,CB,swap,Argentina,60,32,42,43,64,56,https://wefut.com/player/22/13651/federico-torres
Juan Miguel Ojeda,61,RB,swap,Paraguay,63,29,48,52,58,55,https://wefut.com/player/22/13647/juan-miguel-ojeda
Ricardo Garay,61,CB,swap,Paraguay,58,32,42,49,60,64,https://wefut.com/player/22/13646/ricardo-garay
Brian Farioli,61,LM,swap,Argentina,71,51,59,62,32,48,https://wefut.com/player/22/13637/brian-farioli
Angello Tandazo,61,CM,swap,Peru,54,45,57,59,64,57,https://wefut.com/player/22/13636/angello-tandazo
Moisés Acuña,61,CB,swap,Venezuela,55,31,45,47,61,66,https://wefut.com/player/22/13631/moises-acuna
Diego García,61,CAM,swap,Venezuela,64,50,56,62,42,64,https://wefut.com/player/22/13630/diego-garcia
Brayan Palmezano,61,CAM,swap,Venezuela,77,50,59,62,31,39,https://wefut.com/player/22/13553/brayan-palmezano
Joaquín Pereyra,61,CB,swap,Uruguay,56,23,25,36,63,68,https://wefut.com/player/22/13528/joaquin-pereyra
Anderson Angulo,61,CB,swap,Colombia,64,26,37,44,63,67,https://wefut.com/player/22/13487/anderson-angulo
Jimmy Valoyes,61,CB,swap,Colombia,59,28,41,41,63,61,https://wefut.com/player/22/13438/jimmy-valoyes
Jean Carlos Pestaña,61,CB,swap,Colombia,55,26,42,40,62,66,https://wefut.com/player/22/13425/jean-carlos-pestana
César Huanca,61,ST,swap,Chile,63,60,37,57,21,58,https://wefut.com/player/22/13396/cesar-huanca
Teodoro Paredes,61,CB,swap,Paraguay,45,36,46,59,61,63,https://wefut.com/player/22/13394/teodoro-paredes
Fabian Ahumada,61,ST,swap,Chile,70,58,55,62,30,57,https://wefut.com/player/22/13338/fabian-ahumada
Sam Junqua,61,LB,birthday,United States,58,26,48,56,62,63,https://wefut.com/player/22/20281/sam-junqua
Isaac Hutchinson,61,CM,bronzerare,England,72,60,60,66,53,57,https://wefut.com/player/22/24030/isaac-hutchinson
Tiago Çukur,61,ST,bronzerare,Turkey,58,61,50,58,26,70,https://wefut.com/player/22/24029/tiago-c-ukur
Owura Edwards,61,LM,bronzerare,England,84,51,52,65,27,50,https://wefut.com/player/22/24028/owura-edwards
Julio César Enciso,61,RW,bronzerare,Paraguay,68,55,53,63,31,43,https://wefut.com/player/22/24027/julio-cesar-enciso
Mathieu Cachbach,61,CAM,bronzerare,Belgium,66,51,65,62,50,48,https://wefut.com/player/22/24025/mathieu-cachbach
Dani Albiar,61,CM,bronzerare,Spain,66,53,65,65,53,44,https://wefut.com/player/22/24013/dani-albiar
Jayden Richardson,61,RWB,bronzerare,England,86,34,47,59,54,64,https://wefut.com/player/22/24005/jayden-richardson
Moritz Römling,61,LB,bronzerare,Germany,77,35,49,62,54,68,https://wefut.com/player/22/24001/moritz-romling
Charlie Kelman,61,ST,bronzerare,United States,82,61,45,63,26,60,https://wefut.com/player/22/24000/charlie-kelman
Samuel Essende,61,ST,bronzerare,France,68,60,41,58,25,69,https://wefut.com/player/22/23998/samuel-essende
Noel Niemann,61,CAM,bronzerare,Germany,81,55,55,67,27,53,https://wefut.com/player/22/23997/noel-niemann
Paul Lewis,61,CM,bronzerare,England,68,56,57,59,54,75,https://wefut.com/player/22/23991/paul-lewis
George Timotheou,61,CB,bronzerare,Australia,54,32,44,45,59,72,https://wefut.com/player/22/23982/george-timotheou
Joseph Mendes,61,ST,bronzerare,Guinea Bissau,76,59,52,59,35,72,https://wefut.com/player/22/23973/joseph-mendes
Assan Ceesay,61,ST,bronzerare,Gambia,88,60,52,58,33,64,https://wefut.com/player/22/23542/assan-ceesay
Salomón Rodríguez,61,ST,bronzerare,Uruguay,61,57,45,53,29,64,https://wefut.com/player/22/20168/salomon-rodriguez
Issa Soumaré,61,RW,bronzerare,Senegal,81,61,50,63,16,45,https://wefut.com/player/22/20167/issa-soumare
Serge-Philippe Raux-Yao,61,CB,bronzerare,France,56,32,39,36,58,76,https://wefut.com/player/22/20165/serge-philippe-raux-yao
Khalifa Al Dawsari,61,CB,bronzerare,Saudi Arabia,73,33,45,51,59,73,https://wefut.com/player/22/20164/khalifa-al-dawsari
Isaac Hutchinson,61,CM,bronzerare,England,72,60,60,66,53,57,https://wefut.com/player/22/20163/isaac-hutchinson
Idris Kanu,61,RWB,bronzerare,Sierra Leone,79,60,53,64,53,62,https://wefut.com/player/22/20159/idris-kanu
Lallianzuala Chhangte,61,LM,bronzerare,India,88,50,53,63,36,58,https://wefut.com/player/22/20158/lallianzuala-chhangte
Frank Nouble,61,ST,bronzerare,England,73,60,49,60,41,78,https://wefut.com/player/22/20154/frank-nouble
Tyler Magloire,61,CB,bronzerare,England,89,27,38,49,59,70,https://wefut.com/player/22/19374/tyler-magloire
Owura Edwards,61,LM,bronzerare,England,84,51,52,65,27,50,https://wefut.com/player/22/19373/owura-edwards
Anton Skipper,61,CB,bronzerare,Denmark,56,31,45,46,60,66,https://wefut.com/player/22/19369/anton-skipper
Jared Khasa,61,RM,bronzerare,France,81,58,50,64,32,66,https://wefut.com/player/22/19368/jared-khasa
Antonio López,61,LM,bronzerare,Guatemala,64,56,58,67,56,45,https://wefut.com/player/22/19366/antonio-lopez
Torben Müsel,61,ST,bronzerare,Germany,67,61,57,65,28,54,https://wefut.com/player/22/19363/torben-musel
Christian Norton,61,ST,bronzerare,Wales,82,62,52,62,31,52,https://wefut.com/player/22/18891/christian-norton
Junior Ogedi-Uzokwe,61,LM,bronzerare,England,87,58,50,61,29,60,https://wefut.com/player/22/18887/junior-ogedi-uzokwe
Omari Patrick,61,RW,bronzerare,England,81,57,52,61,27,66,https://wefut.com/player/22/18882/omari-patrick
Dani Albiar,61,CM,bronzerare,Spain,66,53,65,65,53,44,https://wefut.com/player/22/17292/dani-albiar
Burak Albayrak,61,CB,bronzerare,Turkey,61,31,30,40,64,68,https://wefut.com/player/22/17290/burak-albayrak
Euan Henderson,61,ST,bronzerare,Scotland,83,58,60,63,29,58,https://wefut.com/player/22/17286/euan-henderson
Ernest Terpiłowski,61,ST,bronzerare,Poland,86,59,50,63,25,66,https://wefut.com/player/22/13848/ernest-terpilowski
Tiago Çukur,61,ST,bronzerare,Turkey,58,61,50,58,26,70,https://wefut.com/player/22/13845/tiago-c-ukur
Luka Škaričić,61,CB,bronzerare,Croatia,55,24,35,36,64,60,https://wefut.com/player/22/13844/luka-skaricic
Gor Manvelyan,61,CAM,bronzerare,France,73,59,60,67,32,32,https://wefut.com/player/22/13843/gor-manvelyan
Abdenego Nankishi,61,LW,bronzerare,Germany,86,51,52,67,29,47,https://wefut.com/player/22/13841/abdenego-nankishi
Mohamed Ouadah,61,CAM,bronzerare,France,66,49,59,69,36,43,https://wefut.com/player/22/13834/mohamed-ouadah
Morgan Faßbender,61,RM,bronzerare,Germany,83,54,52,59,23,63,https://wefut.com/player/22/13830/morgan-fassbender
Béni Makouana,61,RM,bronzerare,Congo,83,58,54,63,30,48,https://wefut.com/player/22/13827/beni-makouana
Haymenn Bah-Traoré,61,RB,bronzerare,Germany,78,33,44,57,58,67,https://wefut.com/player/22/13826/haymenn-bah-traore
Adrian Cierpka,61,CDM,bronzerare,Poland,73,50,58,60,57,73,https://wefut.com/player/22/13820/adrian-cierpka
Oliver Issa Schmitt,61,LW,bronzerare,Germany,82,53,56,63,32,51,https://wefut.com/player/22/13817/oliver-issa-schmitt
Pedro Machado,61,CB,bronzerare,Portugal,57,21,32,30,60,76,https://wefut.com/player/22/13815/pedro-machado
Mathieu Cachbach,61,CAM,bronzerare,Belgium,66,51,65,62,50,48,https://wefut.com/player/22/13814/mathieu-cachbach
Maximilian Hippe,61,CB,bronzerare,Germany,61,24,33,40,61,70,https://wefut.com/player/22/13809/maximilian-hippe
Sam Crowther,61,ST,bronzerare,Netherlands,49,63,44,55,29,69,https://wefut.com/player/22/13804/sam-crowther
Manoubi Haddad,61,RM,bronzerare,Tunisia,60,62,53,69,19,39,https://wefut.com/player/22/13803/manoubi-haddad
Maguette Diongue,61,CM,bronzerare,France,66,59,57,63,54,55,https://wefut.com/player/22/13802/maguette-diongue
Tino Livramento,61,RB,bronzerare,England,77,46,56,57,56,57,https://wefut.com/player/22/13796/tino-livramento
Mathis Lachuer,61,CAM,bronzerare,France,77,45,66,66,35,31,https://wefut.com/player/22/13776/mathis-lachuer
Jetmir Haliti,61,CB,bronzerare,Sweden,91,30,45,53,61,67,https://wefut.com/player/22/13771/jetmir-haliti
Cisse Sandra,61,CAM,bronzerare,Belgium,66,60,61,65,34,59,https://wefut.com/player/22/13770/cisse-sandra
Noah Ohio,61,ST,bronzerare,England,85,61,44,58,25,59,https://wefut.com/player/22/13764/noah-ohio
Adam Carlén,61,CDM,bronzerare,Sweden,60,37,51,58,60,70,https://wefut.com/player/22/13753/adam-carlen
Daan Rots,61,RW,bronzerare,Netherlands,81,57,52,63,26,50,https://wefut.com/player/22/13746/daan-rots
David Argüelles,61,LB,bronzerare,Spain,77,36,44,58,57,55,https://wefut.com/player/22/13744/david-arguelles
Gillian Jurcher,61,ST,bronzerare,Germany,81,58,39,65,18,57,https://wefut.com/player/22/13741/gillian-jurcher
Dejan Radonjic,61,ST,bronzerare,Croatia,50,61,40,51,26,71,https://wefut.com/player/22/13734/dejan-radonjic
Owura Edwards,61,LM,bronzerare,England,84,51,52,65,27,50,https://wefut.com/player/22/13721/owura-edwards
Ricky Korboa,61,RW,bronzerare,England,85,54,52,63,48,56,https://wefut.com/player/22/13720/ricky-korboa
Jack MacKenzie,61,LB,bronzerare,Scotland,71,26,45,53,58,63,https://wefut.com/player/22/13719/jack-mackenzie
Brandon Sartiaguin,61,CB,bronzerare,Mexico,54,28,38,35,65,62,https://wefut.com/player/22/13717/brandon-sartiaguin
Raul Costin,61,CDM,bronzerare,Romania,43,53,56,52,63,61,https://wefut.com/player/22/13699/raul-costin
Sekou Sidibe,61,RW,bronzerare,Belgium,76,59,54,66,30,47,https://wefut.com/player/22/13697/sekou-sidibe
Warren Bondo,61,CM,bronzerare,France,73,50,55,70,57,63,https://wefut.com/player/22/13696/warren-bondo
Christian Norton,61,ST,bronzerare,Wales,82,62,52,62,31,52,https://wefut.com/player/22/13692/christian-norton
Noah Fatar,61,RW,bronzerare,France,71,67,57,63,27,49,https://wefut.com/player/22/13689/noah-fatar
Kazuki Fujimoto,61,CAM,bronzerare,Japan,77,61,53,66,17,54,https://wefut.com/player/22/13686/kazuki-fujimoto
Jayden Nelson,61,LM,bronzerare,Canada,81,56,51,69,29,41,https://wefut.com/player/22/13663/jayden-nelson
Issa Soumaré,61,RW,bronzerare,Senegal,81,61,50,63,16,45,https://wefut.com/player/22/13625/issa-soumare
Sam Sanna,61,RWB,bronzerare,France,60,52,61,66,61,48,https://wefut.com/player/22/13620/sam-sanna
Dominik Meisel,61,CM,bronzerare,Germany,67,48,60,68,50,52,https://wefut.com/player/22/13610/dominik-meisel
Denzel Hall,61,RB,bronzerare,Netherlands,81,44,42,58,58,64,https://wefut.com/player/22/13609/denzel-hall
Paul Osew,61,LB,bronzerare,England,82,38,51,62,54,57,https://wefut.com/player/22/13603/paul-osew
Ateef Konaté,61,CAM,bronzerare,France,75,54,54,68,29,46,https://wefut.com/player/22/13602/ateef-konate
Jayden Richardson,61,RWB,bronzerare,England,86,34,47,59,54,64,https://wefut.com/player/22/13601/jayden-richardson
Serge-Philippe Raux-Yao,61,CB,bronzerare,France,56,32,39,36,58,76,https://wefut.com/player/22/13594/serge-philippe-raux-yao
Kwame Poku,61,CAM,bronzerare,Ghana,85,54,55,64,39,48,https://wefut.com/player/22/13591/kwame-poku
Khalifa Al Dawsari,61,CB,bronzerare,Saudi Arabia,73,33,45,51,59,73,https://wefut.com/player/22/13580/khalifa-al-dawsari
Carlo Casap,61,CM,bronzerare,Romania,72,59,61,65,45,65,https://wefut.com/player/22/13569/carlo-casap
Lucian Dumitriu,61,CM,bronzerare,Romania,76,58,62,60,50,64,https://wefut.com/player/22/13567/lucian-dumitriu
Daniel Wilmering,61,LWB,bronzerare,Australia,79,30,51,57,54,63,https://wefut.com/player/22/13564/daniel-wilmering
Lee Hee Kyun,61,RW,bronzerare,Korea Republic,66,57,61,64,53,58,https://wefut.com/player/22/13563/lee-hee-kyun
Njabulo Blom,61,CDM,bronzerare,South Africa,73,28,51,46,64,62,https://wefut.com/player/22/13562/njabulo-blom
Armando Dobra,61,CAM,bronzerare,Albania,82,55,57,65,38,47,https://wefut.com/player/22/13561/armando-dobra
Siad Haji,61,RM,bronzerare,United States,70,49,57,69,35,48,https://wefut.com/player/22/13557/siad-haji
Moritz Römling,61,LB,bronzerare,Germany,77,35,49,62,54,68,https://wefut.com/player/22/13547/moritz-romling
Evens Joseph,61,LM,bronzerare,France,85,56,50,66,29,49,https://wefut.com/player/22/13540/evens-joseph
Anton Skipper,61,CB,bronzerare,Denmark,56,31,45,46,60,66,https://wefut.com/player/22/13539/anton-skipper
Niklas Sommer,61,RB,bronzerare,Germany,78,38,56,62,54,65,https://wefut.com/player/22/13537/niklas-sommer
Charlie Kelman,61,ST,bronzerare,United States,82,61,45,63,26,60,https://wefut.com/player/22/13536/charlie-kelman
Jared Khasa,61,RM,bronzerare,France,81,58,50,64,32,66,https://wefut.com/player/22/13531/jared-khasa
Isaac Hutchinson,61,CM,bronzerare,England,72,60,60,66,53,57,https://wefut.com/player/22/13525/isaac-hutchinson
Valentin Gendrey,61,CB,bronzerare,France,66,33,44,64,61,64,https://wefut.com/player/22/13524/valentin-gendrey
Samuel Essende,61,ST,bronzerare,France,68,60,41,58,25,69,https://wefut.com/player/22/13522/samuel-essende
Subhasish Bose,61,LB,bronzerare,India,70,28,41,54,57,77,https://wefut.com/player/22/13518/subhasish-bose
Christopher Trejo,61,CAM,bronzerare,Mexico,77,63,55,60,21,60,https://wefut.com/player/22/13517/christopher-trejo
Antonio López,61,LB,bronzerare,Guatemala,64,56,58,67,56,45,https://wefut.com/player/22/13511/antonio-lopez
Cammy MacPherson,61,CM,bronzerare,Scotland,69,56,61,62,59,73,https://wefut.com/player/22/13505/cammy-macpherson
Noel Niemann,61,CAM,bronzerare,Germany,81,55,55,67,27,53,https://wefut.com/player/22/13502/noel-niemann
Lars Mogstad Ranger,61,RWB,bronzerare,Norway,82,42,47,55,54,63,https://wefut.com/player/22/13493/lars-mogstad-ranger
Elliot Collier,61,RM,bronzerare,New Zealand,59,56,58,60,46,72,https://wefut.com/player/22/13486/elliot-collier
Junior Ogedi-Uzokwe,61,LM,bronzerare,England,87,58,50,61,29,60,https://wefut.com/player/22/13475/junior-ogedi-uzokwe
Ervin Taha,61,ST,bronzerare,France,84,57,48,63,23,56,https://wefut.com/player/22/13471/ervin-taha
Jack Lahne,61,ST,bronzerare,Sweden,92,61,52,64,36,62,https://wefut.com/player/22/13470/jack-lahne
Rahmat Akbari,61,CM,bronzerare,Australia,79,49,55,64,58,61,https://wefut.com/player/22/13467/rahmat-akbari
Tian Yinong,61,CM,bronzerare,China PR,76,31,55,61,58,75,https://wefut.com/player/22/13463/tian-yinong
Zhang Xiuwei,61,CM,bronzerare,China PR,78,54,57,62,61,65,https://wefut.com/player/22/13462/zhang-xiuwei
Francis Jno-Baptiste,61,ST,bronzerare,England,82,61,46,63,28,51,https://wefut.com/player/22/13457/francis-jno-baptiste
Arthur Gnahoua,61,ST,bronzerare,France,82,59,54,64,26,71,https://wefut.com/player/22/13445/arthur-gnahoua
Idris Kanu,61,RWB,bronzerare,Sierra Leone,79,60,53,64,53,62,https://wefut.com/player/22/13444/idris-kanu
Jack Earing,61,CM,bronzerare,England,72,59,61,63,51,57,https://wefut.com/player/22/13443/jack-earing
Go Myeong Seok,61,CB,bronzerare,Korea Republic,77,31,47,43,60,71,https://wefut.com/player/22/13441/go-myeong-seok
